Line,Speaker,Text,Date,Party,Location,URL
204,Trump,"First of all, the -- when you say I'm the only candidate, if you listen to the Democrats, they want to do many things to Social Security, and I want to do them on its own merit. You listen to them, what they want to do to Social Security, none of these folks are getting elected, O.K., whether they can do it or not. I'm going to save Social Security. I'm going to bring jobs back from China. I'm going to bring jobs back from Mexico and from Japan, where they're all -- every country throughout the world -- now Vietnam, that's the new one. They are taking our jobs. They are taking our wealth. They are taking our base. And you and I have had this discussion. We're going to make our economy strong again. I'm lowering taxes. We have $2.5 trillion offshore. We have 2.5 trillion that I think is actually five trillion because the government has no idea when they say 2.5, they have no idea what they're doing or saying, as they've proven very well. We're going to bring that money back. You take a look at what happened just this week. China bought the Chicago Stock Exchange, China, a Chinese company. Carrier is moving to Mexico, air conditioning company. Not only the ones I talk about all the time, Nabisco and Ford and -- they're all moving out. We have an economy that last quarter, G.D.P. didn't grow. It was flat. We have to make our economy grow again. We're dying. This country is dying. And our workers are losing their jobs, and you're going...",2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
206,Trump,"I'm the only one who is going to save Social Security, believe me.",2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
208,Trump,Because you have tremendous waste. I'll tell you...,2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
210,Trump,"You have tremendous waste, fraud and abuse. That we're taking care of. That we're taking care of. It's tremendous. We have in Social Security right now thousands and thousands of people that are over 106 years old. Now, you know they don't exist. They don't exist. There's tremendous waste, fraud and abuse, and we're going to get it. But we're not going to hurt the people who have been paying into Social Security their whole life and then all of a sudden they're supposed to get less. We're bringing our jobs back. We're going to make our economy great again.",2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
266,Trump,"I want everybody taken care of, but we have to take care of our people in this country. We're not taking care of our people. We have no border. We have no control. People are flooding across. We can't have it. We either have a border, and I'm very strongly -- I'm not proposing. I will build a wall. I will build a wall. Remember this, the wall will be paid for by Mexico. We are not being treated right.",2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
268,Trump,"We are not being treated properly. If we don't have borders, if we don't have strength, we don't have a country. People are flowing across. We have to take care of our people. Believe me.",2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
322,Trump,"...When I announced that I was running for president on June 16th, illegal immigration wasn't even a subject. If I didn't bring it up, we wouldn't even be talking. Now, I don't often agree with Marco, and I don't often agree with Ted, but I can in this case. The weakest person on this stage by far on illegal immigration is Jeb Bush. They come out of an act of love, whether you like it or not. He is so weak on illegal immigration it's laughable, and everybody knows it.",2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
326,Trump,... Spend a little more money on the commercials...,2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
331,Trump,... I never called him -- I don't call him..,2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
334,Trump,He also said about language...,2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
336,Trump,"... Language. Two days ago he said he would take his pants off and moon everybody, and that's fine. Nobody reports that. He gets up and says that, and then he tells me, oh, my language was a little bit rough...",2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
338,Trump,... My language. Give me a break...,2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
341,Trump,"... You did say it, you did say it. Been reported in 10 different news...",2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
360,Trump,Or a tax.,2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
362,Trump,"I would build consensus with Congress, and Congress would agree with me. I'll give you an example, because I don't like the idea of using executive orders like our president. It is a disaster what he's doing. I would build consensus, but consensus means you have to work hard. You have to cajole. You have to get them into the Oval Office and get them all together, and you have to make deals. Let me just tell you, I mentioned before, China -- big Chinese company bought the Chicago Exchange. Kerry is moving -- and if you saw the people, because they have a video of the announcement that Carrier is moving to Mexico, O.K.? Well, I'll tell you what. I would go right now to Carrier and I would say I am going to work awfully hard. You're going to make air conditioners now in Mexico. You're going to get all of these 1,400 people that are being laid off -- they're laid off. They were crying. They were -- it was a very sad situation. You're going to go to Mexico. You're going to make air conditioners in Mexico, you're going to put them across our border with no tax. I'm going to tell them right now, I am going to get consensus from Congress and we're going to tax you when those air conditioners come. So stay where you are or build in the United States, because we are killing ourselves with trade pacts that are no good for us and no good for our workers.",2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
